Patient Name: EQUIPO 4 2025, QA
Patient ID: Eq4-2025
Plan: PerfDiag
Course: C-Fisica
Date: Friday, August 07, 2026 2:46:47 PM
Exported by: paberbuj

Start: (-29.79, -9.98, 0.00)
End:   (30.24, -9.98, -0.23)

	40x40	20x20	10x10	Total
-25.328606	13.836574	1.457964	0.000000	15.294537
-25.303601	13.922425	1.463228	0.000000	15.385653
-25.278595	14.008277	1.468492	0.000000	15.476769
-25.253590	14.094129	1.473756	0.000000	15.567885
-25.228584	14.179981	1.479020	0.000000	15.659001
-25.203579	14.265833	1.484284	0.000000	15.750117
-25.178574	14.351685	1.489548	0.000000	15.841233
-25.153568	14.437537	1.494812	0.000000	15.932349
-25.128563	14.523390	1.500076	0.000000	16.023466
-25.103557	14.620489	1.505554	0.000000	16.126043
-25.078552	14.741796	1.511492	0.000000	16.253289
-25.053546	14.863103	1.517431	0.000000	16.380534
-25.028541	14.984410	1.523369	0.000000	16.507779
-25.003535	15.105715	1.529307	0.000000	16.635023
-24.978530	15.227021	1.535245	0.000000	16.762266
-24.953525	15.348325	1.541184	0.000000	16.889509
-24.928519	15.469629	1.547122	0.000000	17.016751
-24.903514	15.590933	1.553060	0.000000	17.143993
-24.878508	15.712236	1.558999	0.000000	17.271234
-24.853503	15.868546	1.565079	0.000000	17.433626
-24.828497	16.099487	1.571464	0.000000	17.670950
-24.803492	16.330426	1.577848	0.000000	17.908274
-24.778487	16.561365	1.584232	0.000000	18.145597
-24.753481	16.792302	1.590616	0.000000	18.382919
-24.728476	17.023239	1.597001	0.000000	18.620240
-24.703470	17.254174	1.603385	0.000000	18.857559
-24.678465	17.485109	1.609769	0.000000	19.094878
-24.653459	17.716043	1.616154	0.000000	19.332196
-24.628454	17.946975	1.622538	0.000000	19.569513
-24.603449	18.301844	1.628851	0.000000	19.930694
-24.578443	18.918379	1.635012	0.000000	20.553391
-24.553438	19.534914	1.641173	0.000000	21.176088
-24.528432	20.151449	1.647335	0.000000	21.798783
-24.503427	20.767982	1.653496	0.000000	22.421478
-24.478421	21.384515	1.659657	0.000000	23.044172
-24.453416	22.001048	1.665818	0.000000	23.666866
-24.428411	22.617579	1.671980	0.000000	24.289559
-24.403405	23.234110	1.678141	0.000000	24.912251
-24.378400	23.850640	1.684302	0.000000	25.534943
-24.353394	24.966620	1.690643	0.000000	26.657263
-24.328389	27.126996	1.697358	0.000000	28.824354
-24.303383	29.287374	1.704074	0.000000	30.991447
-24.278378	31.447754	1.710789	0.000000	33.158543
-24.253373	33.608138	1.717504	0.000000	35.325642
-24.228367	35.768524	1.724220	0.000000	37.492743
-24.203362	37.928912	1.730935	0.000000	39.659847
-24.178356	40.089303	1.737651	0.000000	41.826954
-24.153351	42.249697	1.744366	0.000000	43.994063
-24.128345	44.410094	1.751081	0.000000	46.161175
-24.103340	46.047235	1.758162	0.000000	47.805398
