Patient Name: FANTOMARW3, 
Patient ID: 15072016
Plan: PDD_Eq4
Course: C1
Date: Thursday, July 21, 2016 5:41:05 PM
Exported by: laldrovandi

Start: (0.01, 0.03, 0.00)
End:   (0.00, 33.86, 0.00)

	4x4	10x10	20x20	40x40	4x4w15	10x10w15	40x30w15	4x4w30	10x10w30	40x30w30	4x4w45	10x10w45	40x20w45	4x4w60	10x10w60	40x15w60	Total
25.706334	23.819395	28.086289	31.667629	34.485459	24.626272	28.828232	33.909753	25.443707	29.583238	34.130045	25.104735	29.355007	33.094761	25.430401	29.677665	32.595260	469.837845
25.731340	23.786565	28.049750	31.628919	34.445759	24.592901	28.791090	33.870347	25.409823	29.546114	34.090572	25.071003	29.317810	33.055421	25.396630	29.640612	32.556316	469.249632
25.756346	23.753736	28.013211	31.590210	34.406059	24.559530	28.753949	33.830941	25.375940	29.508991	34.051099	25.037272	29.280614	33.016080	25.362859	29.603559	32.517371	468.661419
25.781352	23.720907	27.976672	31.551500	34.366359	24.526159	28.716807	33.791535	25.342056	29.471867	34.011626	25.003540	29.243417	32.976739	25.329088	29.566506	32.478427	468.073205
25.806358	23.688078	27.940132	31.512790	34.326660	24.492788	28.679665	33.752129	25.308173	29.434743	33.972153	24.969809	29.206220	32.937399	25.295317	29.529452	32.439483	467.484992
25.831365	23.655249	27.903593	31.474081	34.286960	24.459417	28.642524	33.712722	25.274289	29.397620	33.932680	24.936078	29.169024	32.898058	25.261546	29.492399	32.400538	466.896778
25.856371	23.622622	27.867122	31.435442	34.247334	24.426253	28.605527	33.673361	25.240617	29.360612	33.893370	24.902560	29.131949	32.858876	25.227924	29.455346	32.361710	466.310624
25.881377	23.590705	27.830888	31.397053	34.207964	24.393807	28.569036	33.634154	25.207684	29.324008	33.854628	24.869787	29.095303	32.820247	25.194823	29.418293	32.323286	465.731666
25.906383	23.558788	27.794654	31.358663	34.168594	24.361361	28.532545	33.594948	25.174751	29.287404	33.815887	24.837014	29.058657	32.781618	25.161722	29.381240	32.284863	465.152707
25.931389	23.526871	27.758420	31.320273	34.129225	24.328915	28.496053	33.555742	25.141818	29.250800	33.777145	24.804241	29.022010	32.742988	25.128621	29.344186	32.246439	464.573748
25.956395	23.494954	27.722185	31.281884	34.089855	24.296470	28.459562	33.516535	25.108884	29.214196	33.738403	24.771468	28.985364	32.704359	25.095520	29.307133	32.208016	463.994789
25.981402	23.463037	27.685951	31.243494	34.050485	24.264024	28.423071	33.477329	25.075951	29.177592	33.699662	24.738694	28.948718	32.665729	25.062419	29.270080	32.169593	463.415829
26.006408	23.431120	27.649717	31.205105	34.011115	24.231578	28.386580	33.438123	25.043018	29.140988	33.660920	24.705921	28.912071	32.627100	25.029317	29.233026	32.131169	462.836869
26.031414	23.399203	27.613483	31.166715	33.971746	24.199133	28.350089	33.398916	25.010084	29.104384	33.622179	24.673148	28.875425	32.588470	24.996216	29.195973	32.092746	462.257909
26.056420	23.367286	27.577249	31.128326	33.932376	24.166687	28.313597	33.359710	24.977151	29.067780	33.583437	24.640375	28.838778	32.549841	24.963115	29.158919	32.054323	461.678949
26.081426	23.335369	27.541015	31.089936	33.893006	24.134241	28.277106	33.320504	24.944218	29.031176	33.544695	24.607601	28.802131	32.511211	24.930013	29.121866	32.015899	461.099988
26.106432	23.303110	27.504535	31.051191	33.853193	24.101415	28.240360	33.281034	24.910932	28.994265	33.505623	24.574505	28.765194	32.472159	24.896572	29.084569	31.977116	460.515773
26.131438	23.269670	27.467212	31.011221	33.811853	24.067277	28.202738	33.240657	24.876431	28.956295	33.465416	24.540297	28.727258	32.431654	24.861961	29.046436	31.937096	459.913471
26.156445	23.236231	27.429889	30.971251	33.770513	24.033140	28.165115	33.200280	24.841930	28.918325	33.425209	24.506089	28.689321	32.391149	24.827350	29.008303	31.897075	459.311169
26.181451	23.202791	27.392566	30.931281	33.729172	23.999003	28.127492	33.159904	24.807429	28.880356	33.385001	24.471882	28.651384	32.350644	24.792739	28.970170	31.857055	458.708867
26.206457	23.169351	27.355243	30.891311	33.687832	23.964865	28.089870	33.119527	24.772929	28.842386	33.344794	24.437674	28.613447	32.310138	24.758127	28.932036	31.817034	458.106564
26.231463	23.135912	27.317920	30.851341	33.646492	23.930728	28.052247	33.079151	24.738428	28.804416	33.304586	24.403466	28.575510	32.269633	24.723516	28.893903	31.777013	457.504261
26.256469	23.102472	27.280597	30.811371	33.605152	23.896591	28.014624	33.038774	24.703927	28.766446	33.264379	24.369258	28.537574	32.229127	24.688905	28.855769	31.736992	456.901957
26.281475	23.069033	27.243274	30.771401	33.563812	23.862453	27.977001	32.998397	24.669426	28.728476	33.224171	24.335050	28.499637	32.188622	24.654294	28.817636	31.696971	456.299653
26.306482	23.035593	27.205951	30.731431	33.522472	23.828316	27.939379	32.958021	24.634924	28.690507	33.183963	24.300842	28.461700	32.148116	24.619683	28.779502	31.656950	455.697349
26.331488	23.002153	27.168628	30.691461	33.481131	23.794178	27.901756	32.917644	24.600423	28.652537	33.143756	24.266634	28.423763	32.107611	24.585071	28.741368	31.616929	455.095044
26.356494	22.968295	27.130990	30.651206	33.439566	23.759652	27.863796	32.876960	24.565493	28.614252	33.103271	24.231956	28.385533	32.066999	24.550042	28.702986	31.576724	454.487722
26.381500	22.933018	27.092280	30.609986	33.397235	23.723805	27.824694	32.835233	24.529109	28.574897	33.061847	24.195684	28.346305	32.026029	24.513594	28.663762	31.535896	453.863374
26.406506	22.897740	27.053571	30.568766	33.354905	23.687958	27.785592	32.793506	24.492725	28.535541	33.020424	24.159411	28.307078	31.985058	24.477146	28.624537	31.495068	453.239026
26.431512	22.862462	27.014861	30.527545	33.312575	23.652112	27.746490	32.751778	24.456340	28.496186	32.979000	24.123139	28.267850	31.944087	24.440698	28.585312	31.454240	452.614677
26.456519	22.827185	26.976152	30.486325	33.270244	23.616265	27.707388	32.710051	24.419956	28.456831	32.937576	24.086866	28.228623	31.903117	24.404250	28.546087	31.413412	451.990328
26.481525	22.791907	26.937442	30.445105	33.227914	23.580418	27.668286	32.668324	24.383572	28.417476	32.896152	24.050594	28.189395	31.862146	24.367802	28.506863	31.372584	451.365979
26.506531	22.756630	26.898733	30.403885	33.185583	23.544572	27.629184	32.626596	24.347187	28.378120	32.854728	24.014321	28.150168	31.821175	24.331354	28.467638	31.331756	450.741630
26.531537	22.721352	26.860023	30.362664	33.143253	23.508725	27.590082	32.584869	24.310803	28.338765	32.813304	23.978049	28.110940	31.780204	24.294906	28.428413	31.290928	450.117281
26.556543	22.686074	26.821314	30.321444	33.100922	23.472878	27.550980	32.543141	24.274419	28.299410	32.771880	23.941776	28.071712	31.739233	24.258457	28.389188	31.250100	449.492931
26.581549	22.650797	26.782604	30.280224	33.058592	23.437032	27.511878	32.501414	24.238034	28.260054	32.730457	23.905504	28.032485	31.698263	24.222009	28.349963	31.209272	448.868581
26.606556	22.615767	26.744145	30.239364	33.016565	23.401399	27.473002	32.459997	24.201864	28.220897	32.689368	23.869485	27.993427	31.657507	24.185792	28.310890	31.168691	448.248159
26.631562	22.581563	26.706524	30.199709	32.975555	23.366482	27.434880	32.419620	24.166410	28.182403	32.649399	23.834317	27.954940	31.617471	24.150349	28.272325	31.128938	447.640885
26.656568	22.547360	26.668904	30.160054	32.934545	23.331566	27.396758	32.379243	24.130956	28.143909	32.609431	23.799148	27.916452	31.577435	24.114906	28.233761	31.089184	447.033611
26.681574	22.513156	26.631283	30.120399	32.893535	23.296649	27.358636	32.338867	24.095501	28.105414	32.569462	23.763980	27.877964	31.537400	24.079463	28.195196	31.049431	446.426337
26.706580	22.478953	26.593662	30.080745	32.852525	23.261733	27.320514	32.298490	24.060047	28.066920	32.529494	23.728811	27.839476	31.497364	24.044019	28.156631	31.009678	445.819062
26.731586	22.444749	26.556042	30.041090	32.811515	23.226817	27.282392	32.258113	24.024593	28.028426	32.489526	23.693643	27.800988	31.457328	24.008576	28.118066	30.969924	445.211787
26.756593	22.410546	26.518421	30.001435	32.770505	23.191900	27.244270	32.217736	23.989139	27.989931	32.449557	23.658474	27.762500	31.417292	23.973133	28.079501	30.930171	444.604512
26.781599	22.376343	26.480800	29.961780	32.729495	23.156984	27.206148	32.177360	23.953685	27.951437	32.409589	23.623306	27.724012	31.377256	23.937689	28.040935	30.890418	443.997236
26.806605	22.342139	26.443179	29.922125	32.688485	23.122067	27.168026	32.136983	23.918231	27.912943	32.369621	23.588137	27.685524	31.337220	23.902246	28.002370	30.850664	443.389960
26.831611	22.307936	26.405558	29.882471	32.647474	23.087151	27.129904	32.096606	23.882777	27.874448	32.329652	23.552969	27.647036	31.297184	23.866802	27.963805	30.810911	442.782684
26.856617	22.274229	26.368333	29.843218	32.606920	23.052737	27.092162	32.056545	23.847799	27.836395	32.289970	23.518246	27.608977	31.257419	23.831825	27.925589	30.771405	442.181771
26.881623	22.242161	26.332414	29.805295	32.567871	23.019981	27.055676	32.017528	23.814394	27.799795	32.251232	23.484998	27.572335	31.218548	23.798387	27.888530	30.732717	441.601861
26.906629	22.210093	26.296495	29.767372	32.528821	22.987225	27.019189	31.978511	23.780989	27.763195	32.212494	23.451750	27.535692	31.179677	23.764949	27.851470	30.694028	441.021951
26.931636	22.178025	26.260576	29.729449	32.489771	22.954469	26.982703	31.939494	23.747583	27.726594	32.173757	23.418502	27.499050	31.140806	23.731511	27.814410	30.655340	440.442040
26.956642	22.145957	26.224657	29.691526	32.450722	22.921713	26.946216	31.900477	23.714178	27.689994	32.135019	23.385253	27.462407	31.101935	23.698073	27.777350	30.616652	439.862129
26.981648	22.113889	26.188738	29.653603	32.411672	22.888957	26.909730	31.861460	23.680773	27.653394	32.096281	23.352005	27.425765	31.063063	23.664634	27.740290	30.577963	439.282218
27.006654	22.081821	26.152820	29.615680	32.372622	22.856201	26.873244	31.822443	23.647368	27.616794	32.057543	23.318757	27.389122	31.024192	23.631196	27.703230	30.539275	438.702307
27.031660	22.049753	26.116901	29.577757	32.333573	22.823445	26.836757	31.783425	23.613962	27.580194	32.018805	23.285508	27.352479	30.985321	23.597758	27.666170	30.500587	438.122395
27.056666	22.017685	26.080982	29.539834	32.294523	22.790689	26.800271	31.744408	23.580557	27.543594	31.980067	23.252260	27.315837	30.946450	23.564319	27.629110	30.461898	437.542483
27.081673	21.985617	26.045063	29.501912	32.255474	22.757933	26.763784	31.705391	23.547152	27.506994	31.941329	23.219011	27.279194	30.907579	23.530881	27.592049	30.423209	436.962571
27.106679	21.953764	26.009360	29.464064	32.216465	22.725433	26.727564	31.666511	23.514043	27.470593	31.902705	23.186060	27.242810	30.868927	23.497715	27.555296	30.384836	436.386146
27.131685	21.922611	25.974361	29.426464	32.177589	22.693766	26.692211	31.628080	23.481898	27.434845	31.864452	23.154077	27.207267	30.830991	23.465438	27.519541	30.347488	435.821078
27.156691	21.891458	25.939362	29.388863	32.138713	22.662099	26.656859	31.589648	23.449752	27.399096	31.826199	23.122094	27.171725	30.793055	23.433161	27.483786	30.310141	435.256009
27.181697	21.860305	25.904364	29.351262	32.099836	22.630431	26.621506	31.551216	23.417607	27.363347	31.787946	23.090110	27.136182	30.755119	23.400884	27.448031	30.272793	434.690939
27.206703	21.829152	25.869365	29.313661	32.060960	22.598764	26.586153	31.512785	23.385462	27.327598	31.749693	23.058127	27.100639	30.717183	23.368607	27.412276	30.235445	434.125870
27.231710	21.797999	25.834366	29.276060	32.022084	22.567096	26.550800	31.474353	23.353317	27.291849	31.711440	23.026144	27.065097	30.679247	23.336330	27.376521	30.198097	433.560800
27.256716	21.766846	25.799367	29.238459	31.983208	22.535429	26.515447	31.435922	23.321172	27.256100	31.673186	22.994160	27.029554	30.641311	23.304052	27.340765	30.160749	432.995729
27.281722	21.735693	25.764369	29.200858	31.944332	22.503762	26.480095	31.397490	23.289027	27.220351	31.634933	22.962177	26.994011	30.603375	23.271775	27.305010	30.123401	432.430659
27.306728	21.704540	25.729370	29.163257	31.905455	22.472094	26.444742	31.359059	23.256881	27.184602	31.596680	22.930193	26.958469	30.565439	23.239498	27.269255	30.086053	431.865587
27.331734	21.673387	25.694371	29.125656	31.866579	22.440427	26.409389	31.320627	23.224736	27.148854	31.558427	22.898210	26.922926	30.527503	23.207221	27.233500	30.048705	431.300516
27.356740	21.642597	25.659667	29.088315	31.827934	22.409088	26.374347	31.282562	23.192924	27.113474	31.520518	22.866566	26.887687	30.489847	23.175304	27.198053	30.011607	430.740490
27.381747	21.612969	25.625908	29.051811	31.790031	22.378808	26.340305	31.245676	23.162181	27.079279	31.483715	22.836015	26.853426	30.453091	23.144545	27.163598	29.975313	430.196671
27.406753	21.583342	25.592150	29.015307	31.752128	22.348527	26.306262	31.208790	23.131437	27.045084	31.446911	22.805464	26.819165	30.416336	23.113787	27.129143	29.939018	429.652852
27.431759	21.553714	25.558392	28.978803	31.714225	22.318247	26.272220	31.171904	23.100694	27.010889	31.410108	22.774912	26.784903	30.379580	23.083028	27.094688	29.902724	429.109032
27.456765	21.524087	25.524633	28.942299	31.676323	22.287966	26.238177	31.135018	23.069951	26.976695	31.373305	22.744361	26.750642	30.342824	23.052269	27.060233	29.866429	428.565212
27.481771	21.494460	25.490875	28.905795	31.638420	22.257686	26.204135	31.098132	23.039208	26.942500	31.336502	22.713809	26.716380	30.306068	23.021511	27.025778	29.830135	428.021393
27.506777	21.464832	25.457116	28.869291	31.600517	22.227405	26.170092	31.061246	23.008464	26.908305	31.299699	22.683258	26.682119	30.269312	22.990752	26.991322	29.793841	427.477573
27.531784	21.435205	25.423358	28.832787	31.562615	22.197125	26.136050	31.024360	22.977721	26.874110	31.262896	22.652706	26.647858	30.232557	22.959993	26.956867	29.757546	426.933753
27.556790	21.405577	25.389599	28.796283	31.524712	22.166844	26.102007	30.987474	22.946978	26.839915	31.226093	22.622155	26.613596	30.195801	22.929234	26.922412	29.721252	426.389932
27.581796	21.375950	25.355841	28.759779	31.486809	22.136564	26.067964	30.950588	22.916235	26.805720	31.189290	22.591603	26.579335	30.159045	22.898475	26.887957	29.684958	425.846112
27.606802	21.346324	25.322234	28.723539	31.449184	22.106356	26.034037	30.913796	22.885531	26.771608	31.152666	22.561130	26.545208	30.122512	22.867755	26.853658	29.648858	425.304395
27.631808	21.316701	25.289105	28.688137	31.412435	22.076381	26.000476	30.877306	22.854951	26.737758	31.116608	22.530906	26.511505	30.086686	22.837158	26.819858	29.613374	424.769343
27.656814	21.287079	25.255977	28.652735	31.375685	22.046405	25.966915	30.840815	22.824371	26.703908	31.080550	22.500681	26.477803	30.050860	22.806561	26.786057	29.577890	424.234291
27.681820	21.257457	25.222849	28.617333	31.338936	22.016430	25.933354	30.804324	22.793791	26.670058	31.044492	22.470456	26.444100	30.015034	22.775963	26.752256	29.542406	423.699238
27.706827	21.227834	25.189721	28.581931	31.302187	21.986455	25.899793	30.767833	22.763211	26.636208	31.008434	22.440231	26.410397	29.979208	22.745366	26.718455	29.506922	423.164184
27.731833	21.198212	25.156592	28.546529	31.265438	21.956479	25.866232	30.731342	22.732631	26.602358	30.972375	22.410005	26.376695	29.943382	22.714769	26.684654	29.471438	422.629131
27.756839	21.168590	25.123464	28.511127	31.228689	21.926504	25.832670	30.694851	22.702050	26.568508	30.936317	22.379780	26.342992	29.907555	22.684172	26.650853	29.435954	422.094077
27.781845	21.138968	25.090336	28.475725	31.191940	21.896529	25.799109	30.658360	22.671470	26.534657	30.900259	22.349555	26.309289	29.871729	22.653574	26.617051	29.400470	421.559022
27.806851	21.109345	25.057207	28.440323	31.155191	21.866553	25.765548	30.621869	22.640890	26.500807	30.864200	22.319330	26.275587	29.835903	22.622977	26.583250	29.364986	421.023967
27.831857	21.079723	25.024079	28.404921	31.118442	21.836578	25.731987	30.585378	22.610310	26.466957	30.828141	22.289104	26.241884	29.800077	22.592380	26.549449	29.329502	420.488912
27.856864	21.050101	24.990948	28.369519	31.081615	21.806492	25.698427	30.548886	22.579653	26.433064	30.791963	22.258762	26.208093	29.764139	22.561742	26.515594	29.293886	419.952884
27.881870	21.020478	24.957810	28.334113	31.044546	21.776059	25.664871	30.512390	22.548758	26.399035	30.755410	22.228053	26.174024	29.727852	22.530977	26.481574	29.257862	419.413814
27.906876	20.990855	24.924672	28.298707	31.007477	21.745627	25.631315	30.475894	22.517863	26.365006	30.718856	22.197345	26.139956	29.691566	22.500213	26.447553	29.221838	418.874744
27.931882	20.961233	24.891534	28.263302	30.970408	21.715195	25.597759	30.439398	22.486967	26.330978	30.682303	22.166636	26.105888	29.655279	22.469448	26.413532	29.185813	418.335674
27.956888	20.931610	24.858395	28.227896	30.933339	21.684762	25.564203	30.402902	22.456072	26.296949	30.645750	22.135927	26.071820	29.618993	22.438684	26.379511	29.149789	417.796603
27.981894	20.901988	24.825257	28.192490	30.896270	21.654330	25.530647	30.366406	22.425176	26.262921	30.609197	22.105219	26.037752	29.582706	22.407919	26.345490	29.113764	417.257532
28.006901	20.872365	24.792119	28.157085	30.859201	21.623897	25.497091	30.329910	22.394281	26.228892	30.572643	22.074510	26.003684	29.546419	22.377155	26.311469	29.077739	416.718461
28.031907	20.842743	24.758980	28.121679	30.822132	21.593465	25.463535	30.293414	22.363385	26.194864	30.536090	22.043801	25.969616	29.510133	22.346390	26.277449	29.041715	416.179390
28.056913	20.813120	24.725842	28.086273	30.785062	21.563032	25.429979	30.256918	22.332490	26.160835	30.499537	22.013092	25.935548	29.473846	22.315625	26.243428	29.005690	415.640318
28.081919	20.783498	24.692704	28.050867	30.747993	21.532599	25.396423	30.220422	22.301594	26.126807	30.462984	21.982383	25.901479	29.437559	22.284860	26.209407	28.969665	415.101246
28.106925	20.753650	24.659375	28.015230	30.710679	21.501977	25.362627	30.183691	22.270505	26.092570	30.426312	21.951480	25.867322	29.401157	22.253890	26.175174	28.933511	414.559150
28.131931	20.723108	24.625459	27.978878	30.672610	21.470772	25.328091	30.146233	22.238822	26.057689	30.389273	21.919978	25.832888	29.364401	22.222287	26.140287	28.896956	414.007731
28.156938	20.692565	24.591542	27.942526	30.634541	21.439566	25.293555	30.108776	22.207138	26.022808	30.352235	21.888476	25.798455	29.327644	22.190683	26.105401	28.860401	413.456311
28.181944	20.662022	24.557626	27.906174	30.596471	21.408360	25.259018	30.071318	22.175454	25.987927	30.315197	21.856974	25.764022	29.290887	22.159080	26.070514	28.823846	412.904891
28.206950	20.631480	24.523710	27.869822	30.558402	21.377154	25.224482	30.033860	22.143771	25.953047	30.278159	21.825472	25.729588	29.254130	22.127476	26.035628	28.787291	412.353471
28.231956	20.600937	24.489793	27.833470	30.520332	21.345948	25.189946	29.996403	22.112087	25.918166	30.241120	21.793970	25.695155	29.217373	22.095873	26.000741	28.750735	411.802051
28.256962	20.570395	24.455877	27.797118	30.482263	21.314743	25.155410	29.958945	22.080403	25.883285	30.204082	21.762468	25.660721	29.180616	22.064269	25.965855	28.714180	411.250630
28.281968	20.539852	24.421961	27.760766	30.444194	21.283537	25.120873	29.921487	22.048719	25.848404	30.167044	21.730966	25.626288	29.143859	22.032666	25.930968	28.677625	410.699210
28.306975	20.509310	24.388045	27.724414	30.406124	21.252331	25.086337	29.884029	22.017036	25.813523	30.130006	21.699464	25.591854	29.107102	22.001062	25.896082	28.641070	410.147789
28.331981	20.478767	24.354129	27.688062	30.368055	21.221125	25.051801	29.846571	21.985352	25.778642	30.092967	21.667962	25.557421	29.070345	21.969459	25.861195	28.604515	409.596368
28.356987	20.448224	24.320177	27.651713	30.329988	21.189995	25.017345	29.809160	21.953668	25.743846	30.055928	21.636499	25.522940	29.033587	21.937772	25.826361	28.568026	409.045228
28.381993	20.417682	24.286119	27.615372	30.291929	21.159094	24.983134	29.771888	21.921985	25.709305	30.018884	21.605154	25.488313	28.996824	21.905834	25.791689	28.531740	408.494945
28.406999	20.387139	24.252061	27.579030	30.253869	21.128193	24.948923	29.734617	21.890301	25.674764	29.981841	21.573810	25.453686	28.960062	21.873895	25.757016	28.495455	407.944662
28.432005	20.356596	24.218002	27.542689	30.215810	21.097292	24.914712	29.697345	21.858617	25.640223	29.944798	21.542466	25.419059	28.923300	21.841957	25.722343	28.459169	407.394378
28.457011	20.326054	24.183944	27.506348	30.177750	21.066392	24.880501	29.660074	21.826933	25.605682	29.907754	21.511121	25.384432	28.886537	21.810018	25.687670	28.422884	406.844094
28.482018	20.295511	24.149885	27.470007	30.139691	21.035491	24.846290	29.622803	21.795250	25.571141	29.870711	21.479777	25.349805	28.849775	21.778080	25.652997	28.386598	406.293810
28.507024	20.264968	24.115827	27.433665	30.101632	21.004590	24.812079	29.585531	21.763566	25.536600	29.833667	21.448433	25.315179	28.813012	21.746141	25.618324	28.350312	405.743526
28.532030	20.234425	24.081769	27.397324	30.063572	20.973689	24.777867	29.548260	21.731882	25.502059	29.796624	21.417088	25.280552	28.776250	21.714203	25.583650	28.314026	405.193241
28.557036	20.203883	24.047710	27.360983	30.025513	20.942788	24.743656	29.510988	21.700199	25.467518	29.759581	21.385744	25.245925	28.739487	21.682264	25.548977	28.277740	404.642956
28.582042	20.173340	24.013652	27.324641	29.987454	20.911888	24.709445	29.473717	21.668515	25.432977	29.722537	21.354399	25.211298	28.702725	21.650325	25.514304	28.241454	404.092670
28.607048	20.143256	23.980056	27.288731	29.949804	20.881295	24.675601	29.436931	21.637263	25.398820	29.685922	21.323372	25.177085	28.666372	21.618848	25.479902	28.205565	403.548823
28.632055	20.114548	23.947848	27.254118	29.913385	20.851630	24.642858	29.401605	21.607307	25.365816	29.650593	21.293298	25.144117	28.631251	21.588757	25.446315	28.170870	403.024316
28.657061	20.085841	23.915640	27.219504	29.876966	20.821965	24.610115	29.366280	21.577351	25.332812	29.615264	21.263224	25.111148	28.596130	21.558667	25.412728	28.136175	402.499809
28.682067	20.057134	23.883432	27.184891	29.840547	20.792299	24.577371	29.330954	21.547396	25.299809	29.579935	21.233150	25.078180	28.561008	21.528576	25.379141	28.101480	401.975302
28.707073	20.028427	23.851224	27.150277	29.804128	20.762634	24.544628	29.295628	21.517440	25.266805	29.544606	21.203076	25.045211	28.525887	21.498485	25.345554	28.066785	401.450795
28.732079	19.999720	23.819016	27.115663	29.767709	20.732968	24.511885	29.260302	21.487484	25.233801	29.509277	21.173002	25.012243	28.490766	21.468394	25.311967	28.032090	400.926287
28.757085	19.971012	23.786808	27.081050	29.731290	20.703303	24.479142	29.224976	21.457528	25.200798	29.473948	21.142927	24.979274	28.455645	21.438303	25.278380	27.997394	400.401780
28.782092	19.942305	23.754600	27.046436	29.694871	20.673637	24.446399	29.189650	21.427573	25.167794	29.438619	21.112853	24.946305	28.420524	21.408212	25.244793	27.962699	399.877271
28.807098	19.913598	23.722392	27.011823	29.658452	20.643972	24.413655	29.154324	21.397617	25.134790	29.403290	21.082779	24.913337	28.385402	21.378121	25.211205	27.928004	399.352763
28.832104	19.884891	23.690184	26.977209	29.622033	20.614307	24.380912	29.118999	21.367661	25.101787	29.367961	21.052705	24.880368	28.350281	21.348030	25.177618	27.893309	398.828255
28.857110	19.856722	23.658564	26.943230	29.586194	20.585266	24.348703	29.084113	21.338219	25.069305	29.333122	21.023314	24.847958	28.315632	21.318569	25.144741	27.859088	398.312739
28.882116	19.830151	23.628684	26.911132	29.552076	20.558076	24.318077	29.050530	21.310301	25.038372	29.299739	20.995947	24.817205	28.282381	21.290976	25.113968	27.826273	397.823888
28.907122	19.803579	23.598804	26.879034	29.517958	20.530886	24.287452	29.016948	21.282383	25.007439	29.266355	20.968581	24.786452	28.249130	21.263383	25.083195	27.793458	397.335036
28.932129	19.777008	23.568924	26.846936	29.483839	20.503696	24.256827	28.983366	21.254465	24.976506	29.232971	20.941214	24.755699	28.215879	21.235789	25.052421	27.760642	396.846183
28.957135	19.750436	23.539044	26.814838	29.449721	20.476507	24.226201	28.949784	21.226548	24.945573	29.199587	20.913848	24.724945	28.182629	21.208196	25.021648	27.727827	396.357331
28.982141	19.723864	23.509164	26.782740	29.415602	20.449317	24.195576	28.916201	21.198630	24.914640	29.166203	20.886482	24.694192	28.149378	21.180603	24.990875	27.695011	395.868478
29.007147	19.697293	23.479284	26.750642	29.381484	20.422127	24.164950	28.882619	21.170712	24.883707	29.132819	20.859115	24.663439	28.116127	21.153010	24.960102	27.662196	395.379625
29.032153	19.670721	23.449404	26.718544	29.347366	20.394937	24.134325	28.849036	21.142794	24.852773	29.099435	20.831749	24.632685	28.082876	21.125416	24.929328	27.629380	394.890771
29.057159	19.644150	23.419524	26.686446	29.313247	20.367748	24.103699	28.815454	21.114876	24.821840	29.066051	20.804382	24.601932	28.049626	21.097823	24.898555	27.596564	394.401918
29.082166	19.617578	23.389644	26.654348	29.279129	20.340558	24.073074	28.781872	21.086958	24.790907	29.032667	20.777016	24.571179	28.016375	21.070230	24.867781	27.563749	393.913064
29.107172	19.591006	23.359760	26.622169	29.245008	20.313407	24.042614	28.748338	21.059161	24.760106	28.999345	20.749690	24.540519	27.983185	21.042637	24.837064	27.530930	393.424940
29.132178	19.564435	23.329865	26.589756	29.210880	20.286370	24.012639	28.714947	21.031715	24.729691	28.966202	20.722481	24.510136	27.950173	21.015049	24.806512	27.498105	392.938955
29.157184	19.537863	23.299970	26.557343	29.176751	20.259332	23.982664	28.681557	21.004270	24.699275	28.933059	20.695272	24.479753	27.917161	20.987460	24.775960	27.465279	392.452969
29.182190	19.511291	23.270076	26.524930	29.142623	20.232295	23.952688	28.648166	20.976825	24.668860	28.899916	20.668063	24.449369	27.884149	20.959872	24.745408	27.432453	391.966983
29.207196	19.484719	23.240181	26.492517	29.108494	20.205257	23.922713	28.614775	20.949379	24.638444	28.866773	20.640854	24.418986	27.851136	20.932283	24.714856	27.399627	391.480996
29.232202	19.458148	23.210286	26.460103	29.074366	20.178220	23.892738	28.581385	20.921933	24.608029	28.833631	20.613646	24.388602	27.818124	20.904695	24.684303	27.366801	390.995010
29.257209	19.431576	23.180391	26.427690	29.040237	20.151182	23.862763	28.547994	20.894488	24.577613	28.800488	20.586437	24.358219	27.785112	20.877106	24.653751	27.333975	390.509023
29.282215	19.405004	23.150497	26.395277	29.006109	20.124145	23.832787	28.514604	20.867042	24.547198	28.767345	20.559228	24.327835	27.752099	20.849517	24.623199	27.301149	390.023036
29.307221	19.378432	23.120602	26.362864	28.971981	20.097107	23.802812	28.481213	20.839597	24.516782	28.734202	20.532019	24.297452	27.719087	20.821929	24.592647	27.268323	389.537048
29.332227	19.351861	23.090707	26.330451	28.937852	20.070070	23.772837	28.447822	20.812151	24.486367	28.701059	20.504810	24.267068	27.686075	20.794340	24.562095	27.235497	389.051061
29.357233	19.325173	23.060577	26.297795	28.903387	20.042913	23.742527	28.414135	20.784543	24.455688	28.667605	20.477439	24.236399	27.652880	20.766622	24.531262	27.202536	388.561479
29.382239	19.298148	23.029767	26.264436	28.867948	20.015413	23.711252	28.379589	20.756468	24.424247	28.633251	20.449599	24.204905	27.619159	20.738530	24.499621	27.169184	388.061517
29.407246	19.271124	22.998956	26.231078	28.832509	19.987913	23.679976	28.345043	20.728392	24.392806	28.598896	20.421760	24.173411	27.585438	20.710439	24.467981	27.135833	387.561554
29.432252	19.244099	22.968146	26.197719	28.797071	19.960413	23.648700	28.310497	20.700316	24.361365	28.564541	20.393921	24.141917	27.551717	20.682347	24.436340	27.102482	387.061590
29.457258	19.217075	22.937336	26.164361	28.761632	19.932913	23.617425	28.275951	20.672240	24.329924	28.530187	20.366081	24.110423	27.517996	20.654255	24.404699	27.069130	386.561627
29.482264	19.190050	22.906525	26.131003	28.726193	19.905413	23.586149	28.241406	20.644164	24.298483	28.495832	20.338242	24.078929	27.484275	20.626164	24.373058	27.035779	386.061663
29.507270	19.163025	22.875715	26.097644	28.690755	19.877912	23.554874	28.206860	20.616088	24.267041	28.461477	20.310403	24.047435	27.450554	20.598072	24.341417	27.002427	385.561699
