Patient Name: FANTOMARW3, 
Patient ID: 15072016
Plan: Perf Fot Eq4
Course: C1
Date: Thursday, July 21, 2016 6:33:23 PM
Exported by: laldrovandi

Start: (-25.01, 10.00, 0.00)
End:   (25.00, 10.00, 0.00)

	10x10	40x40	10x10w15	30x30w15	10x10w30	30x30w30	10x10w45	20x20w45	10x10w60	15x15w60	Total
4.125796	0.000000	66.078223	0.000000	7.504717	0.000000	9.420459	0.000000	3.151956	0.000000	2.070291	88.225647
4.150800	0.000000	66.151509	0.000000	7.532681	0.000000	9.453271	0.000000	3.160527	0.000000	2.075088	88.373077
4.175805	0.000000	66.221295	0.000000	7.560979	0.000000	9.486467	0.000000	3.169059	0.000000	2.079979	88.517780
4.200810	0.000000	66.291081	0.000000	7.589277	0.000000	9.519663	0.000000	3.177590	0.000000	2.084870	88.662483
4.225815	0.000000	66.360867	0.000000	7.617576	0.000000	9.552859	0.000000	3.186122	0.000000	2.089761	88.807186
4.250820	0.000000	66.430654	0.000000	7.645874	0.000000	9.586055	0.000000	3.194654	0.000000	2.094652	88.951889
4.275825	0.000000	66.500440	0.000000	7.674172	0.000000	9.619251	0.000000	3.203185	0.000000	2.099543	89.096592
4.300829	0.000000	66.570226	0.000000	7.702470	0.000000	9.652447	0.000000	3.211717	0.000000	2.104434	89.241295
4.325834	0.000000	66.640012	0.000000	7.730768	0.000000	9.685643	0.000000	3.220249	0.000000	2.109325	89.385998
4.350839	0.000000	66.709798	0.000000	7.759066	0.000000	9.718840	0.000000	3.228780	0.000000	2.114216	89.530701
4.375844	0.000000	66.779585	0.000000	7.787365	0.000000	9.752036	0.000000	3.237312	0.000000	2.119107	89.675404
4.400849	0.000000	66.839703	0.000000	7.816964	0.000000	9.786859	0.000000	3.246417	0.000000	2.124213	89.814157
4.425853	0.000000	66.897815	0.000000	7.846834	0.000000	9.822021	0.000000	3.255641	0.000000	2.129364	89.951675
4.450858	0.000000	66.955927	0.000000	7.876704	0.000000	9.857183	0.000000	3.264865	0.000000	2.134515	90.089193
4.475863	0.000000	67.014039	0.000000	7.906573	0.000000	9.892344	0.000000	3.274089	0.000000	2.139666	90.226712
4.500868	0.000000	67.072151	0.000000	7.936443	0.000000	9.927506	0.000000	3.283313	0.000000	2.144817	90.364230
4.525873	0.000000	67.130263	0.000000	7.966313	0.000000	9.962668	0.000000	3.292537	0.000000	2.149968	90.501748
4.550878	0.000000	67.188375	0.000000	7.996183	0.000000	9.997829	0.000000	3.301761	0.000000	2.155119	90.639267
4.575882	0.000000	67.246487	0.000000	8.026052	0.000000	10.032991	0.000000	3.310985	0.000000	2.160270	90.776785
4.600887	0.000000	67.304599	0.000000	8.055922	0.000000	10.068153	0.000000	3.320208	0.000000	2.165421	90.914303
4.625892	0.000000	67.362711	0.000000	8.085792	0.000000	10.103314	0.000000	3.329432	0.000000	2.170572	91.051821
4.650897	0.000000	67.414296	0.000000	8.116830	0.000000	10.139986	0.000000	3.339261	0.000000	2.175291	91.185664
4.675902	0.000000	67.464544	0.000000	8.148108	0.000000	10.176966	0.000000	3.349213	0.000000	2.179922	91.318753
4.700906	0.000000	67.514792	0.000000	8.179386	0.000000	10.213947	0.000000	3.359164	0.000000	2.184553	91.451843
4.725911	0.000000	67.565041	0.000000	8.210663	0.000000	10.250928	0.000000	3.369116	0.000000	2.189184	91.584932
4.750916	0.000000	67.615289	0.000000	8.241941	0.000000	10.287908	0.000000	3.379068	0.000000	2.193815	91.718022
4.775921	0.000000	67.665538	0.000000	8.273219	0.000000	10.324889	0.000000	3.389020	0.000000	2.198446	91.851112
4.800926	0.000000	67.715786	0.000000	8.304496	0.000000	10.361870	0.000000	3.398972	0.000000	2.203077	91.984201
4.825931	0.000000	67.766035	0.000000	8.335774	0.000000	10.398850	0.000000	3.408924	0.000000	2.207708	92.117291
4.850935	0.000000	67.816283	0.000000	8.367052	0.000000	10.435831	0.000000	3.418876	0.000000	2.212339	92.250380
4.875940	0.000000	67.866532	0.000000	8.398330	0.000000	10.472811	0.000000	3.428828	0.000000	2.216969	92.383470
4.900945	0.000000	67.912141	0.000000	8.430884	0.000000	10.510975	0.000000	3.438990	0.000000	2.222274	92.515264
4.925950	0.000000	67.956813	0.000000	8.463696	0.000000	10.549378	0.000000	3.449196	0.000000	2.227715	92.646797
4.950955	0.000000	68.001485	0.000000	8.496508	0.000000	10.587780	0.000000	3.459401	0.000000	2.233156	92.778330
4.975960	0.000000	68.046157	0.000000	8.529320	0.000000	10.626183	0.000000	3.469606	0.000000	2.238597	92.909863
5.000964	0.000000	68.090829	0.000000	8.562132	0.000000	10.664586	0.000000	3.479811	0.000000	2.244039	93.041396
5.025969	0.000000	68.135501	0.000000	8.594944	0.000000	10.702989	0.000000	3.490016	0.000000	2.249480	93.172929
5.050974	0.000000	68.180173	0.000000	8.627756	0.000000	10.741391	0.000000	3.500221	0.000000	2.254921	93.304462
5.075979	0.000000	68.224845	0.000000	8.660567	0.000000	10.779794	0.000000	3.510426	0.000000	2.260362	93.435994
5.100984	0.000000	68.269518	0.000000	8.693379	0.000000	10.818197	0.000000	3.520631	0.000000	2.265803	93.567527
5.125988	0.000000	68.314190	0.000000	8.726191	0.000000	10.856599	0.000000	3.530836	0.000000	2.271244	93.699060
5.150993	0.000000	68.355424	0.000000	8.761083	0.000000	10.898072	0.000000	3.541411	0.000000	2.277131	93.833121
5.175998	0.000000	68.395974	0.000000	8.796388	0.000000	10.940157	0.000000	3.552060	0.000000	2.283107	93.967686
5.201003	0.000000	68.436524	0.000000	8.831694	0.000000	10.982241	0.000000	3.562709	0.000000	2.289083	94.102251
5.226008	0.000000	68.477074	0.000000	8.866999	0.000000	11.024326	0.000000	3.573358	0.000000	2.295058	94.236815
5.251013	0.000000	68.517623	0.000000	8.902305	0.000000	11.066410	0.000000	3.584007	0.000000	2.301034	94.371380
5.276017	0.000000	68.558173	0.000000	8.937610	0.000000	11.108495	0.000000	3.594656	0.000000	2.307010	94.505945
5.301022	0.000000	68.598723	0.000000	8.972916	0.000000	11.150579	0.000000	3.605305	0.000000	2.312986	94.640509
5.326027	0.000000	68.639273	0.000000	9.008221	0.000000	11.192664	0.000000	3.615954	0.000000	2.318962	94.775074
